,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1459,1600-2000,0,0.5-1.0,1,0.0-5.0,0,0-20,0.2-0.4,160-200,8,10.0-15.0,0-500,1200-1600,2000-3000,14-17,10.0-15.0,15.0-20.0,0,1,1,3
1460,1600-2000,0,0.5-1.0,1,5.0-10.0,0,20-40,0.2-0.4,80-120,2,5.0-10.0,0-500,400-800,3000-4000,5-8,0.0-5.0,15.0-20.0,0,0,1,3
1461,1200-1600,1,0.5-1.0,0,0.0-5.0,1,0-20,0.2-0.4,160-200,6,0.0-5.0,1000-1500,1600-2000,0-1000,8-11,0.0-5.0,0.0-5.0,1,1,0,0
1462,1600-2000,1,2.0-2.5,0,0.0-5.0,0,40-60,0.8-1.0,160-200,2,10.0-15.0,1000-1500,1200-1600,3000-4000,14-17,5.0-10.0,0.0-5.0,1,1,0,3
1463,800-1200,0,0.5-1.0,1,10.0-15.0,0,20-40,0.6-0.8,120-160,6,10.0-15.0,1000-1500,800-1200,2000-3000,17-20,0.0-5.0,10.0-15.0,1,0,1,2
1464,400-800,1,1.5-2.0,0,0.0-5.0,1,0-20,0.8-1.0,120-160,4,5.0-10.0,500-1000,1600-2000,0-1000,14-17,10.0-15.0,5.0-10.0,1,1,1,0
1465,400-800,0,2.5-3.0,0,0.0-5.0,0,20-40,0-0.2,80-120,6,5.0-10.0,1000-1500,1600-2000,1000-2000,5-8,0.0-5.0,0.0-5.0,0,1,0,1
1466,800-1200,1,1.0-1.5,1,0.0-5.0,1,20-40,0-0.2,160-200,6,5.0-10.0,1000-1500,1200-1600,2000-3000,8-11,5.0-10.0,10.0-15.0,1,0,1,2
1467,1200-1600,1,0.5-1.0,1,0.0-5.0,1,0-20,0-0.2,120-160,8,15.0-20.0,0-500,800-1200,3000-4000,8-11,0.0-5.0,0.0-5.0,1,0,1,3
1468,1200-1600,1,0.5-1.0,0,0.0-5.0,1,20-40,0.4-0.6,80-120,3,0.0-5.0,0-500,1600-2000,3000-4000,8-11,0.0-5.0,5.0-10.0,1,0,1,3
1469,400-800,0,2.0-2.5,0,0.0-5.0,1,20-40,0.6-0.8,80-120,4,15.0-20.0,0-500,800-1200,1000-2000,14-17,10.0-15.0,0.0-5.0,1,1,1,0
1470,1200-1600,1,1.5-2.0,0,0.0-5.0,1,0-20,0.4-0.6,120-160,3,0.0-5.0,0-500,1200-1600,1000-2000,14-17,0.0-5.0,15.0-20.0,1,0,1,1
1471,400-800,1,2.0-2.5,1,0.0-5.0,1,0-20,0-0.2,160-200,3,5.0-10.0,1500-2000,1600-2000,1000-2000,14-17,10.0-15.0,15.0-20.0,1,1,0,1
1472,1200-1600,0,1.5-2.0,1,0.0-5.0,0,60-80,0.8-1.0,80-120,1,15.0-20.0,1000-1500,1600-2000,0-1000,17-20,10.0-15.0,5.0-10.0,0,0,1,1
1473,400-800,0,0.5-1.0,0,0.0-5.0,1,0-20,0.2-0.4,120-160,4,0.0-5.0,1500-2000,1600-2000,1000-2000,17-20,5.0-10.0,10.0-15.0,1,1,0,1
1474,1600-2000,1,2.5-3.0,0,10.0-15.0,0,20-40,0.8-1.0,80-120,6,15.0-20.0,0-500,400-800,3000-4000,11-14,0.0-5.0,15.0-20.0,0,0,0,3
1475,800-1200,0,1.0-1.5,1,0.0-5.0,1,0-20,0-0.2,80-120,1,10.0-15.0,500-1000,1200-1600,1000-2000,11-14,0.0-5.0,10.0-15.0,1,0,0,1
1476,1600-2000,0,0.5-1.0,0,5.0-10.0,0,0-20,0-0.2,160-200,1,10.0-15.0,0-500,400-800,2000-3000,17-20,5.0-10.0,5.0-10.0,1,1,1,2
1477,800-1200,1,2.5-3.0,0,0.0-5.0,0,20-40,0.2-0.4,120-160,8,0.0-5.0,0-500,400-800,0-1000,5-8,0.0-5.0,10.0-15.0,1,1,0,0
1478,1200-1600,1,2.0-2.5,0,0.0-5.0,1,40-60,0-0.2,120-160,1,5.0-10.0,0-500,800-1200,3000-4000,5-8,0.0-5.0,10.0-15.0,1,1,0,2
1479,1600-2000,1,1.5-2.0,1,0.0-5.0,1,40-60,0-0.2,80-120,1,10.0-15.0,0-500,400-800,3000-4000,11-14,0.0-5.0,5.0-10.0,1,0,1,3
1480,400-800,0,1.0-1.5,0,5.0-10.0,0,0-20,0.6-0.8,80-120,6,15.0-20.0,1000-1500,1200-1600,1000-2000,5-8,0.0-5.0,15.0-20.0,1,1,0,1
1481,1600-2000,0,2.0-2.5,0,5.0-10.0,1,20-40,0-0.2,80-120,4,10.0-15.0,0-500,1600-2000,3000-4000,11-14,0.0-5.0,15.0-20.0,1,1,0,3
1482,400-800,0,2.0-2.5,0,0.0-5.0,1,20-40,0.6-0.8,120-160,6,10.0-15.0,0-500,400-800,2000-3000,11-14,5.0-10.0,15.0-20.0,1,0,1,1
1483,400-800,0,0.5-1.0,1,0.0-5.0,0,40-60,0-0.2,120-160,2,5.0-10.0,500-1000,400-800,2000-3000,11-14,5.0-10.0,5.0-10.0,1,1,1,1
1484,1600-2000,1,0.5-1.0,0,10.0-15.0,0,0-20,0.4-0.6,120-160,5,10.0-15.0,0-500,400-800,2000-3000,5-8,0.0-5.0,0.0-5.0,1,0,0,2
1485,400-800,1,2.0-2.5,0,0.0-5.0,0,20-40,0.6-0.8,80-120,8,0.0-5.0,500-1000,800-1200,0-1000,8-11,5.0-10.0,5.0-10.0,1,0,0,0
1486,800-1200,0,1.0-1.5,1,0.0-5.0,1,20-40,0.8-1.0,120-160,3,5.0-10.0,1000-1500,1600-2000,1000-2000,11-14,0.0-5.0,15.0-20.0,1,1,0,1
1487,400-800,1,0.5-1.0,0,5.0-10.0,0,0-20,0.6-0.8,160-200,7,10.0-15.0,1000-1500,1600-2000,2000-3000,17-20,0.0-5.0,10.0-15.0,1,1,1,2
1488,800-1200,1,1.0-1.5,1,0.0-5.0,0,20-40,0.2-0.4,160-200,5,10.0-15.0,1000-1500,1200-1600,3000-4000,17-20,0.0-5.0,5.0-10.0,1,1,1,3
1489,400-800,1,1.0-1.5,1,5.0-10.0,1,0-20,0.4-0.6,120-160,7,5.0-10.0,500-1000,1600-2000,0-1000,5-8,5.0-10.0,10.0-15.0,1,0,0,0
1490,800-1200,1,0.5-1.0,0,0.0-5.0,0,0-20,0.4-0.6,80-120,3,10.0-15.0,0-500,400-800,2000-3000,5-8,0.0-5.0,0.0-5.0,0,1,0,1
1491,1600-2000,1,1.5-2.0,1,5.0-10.0,1,0-20,0.6-0.8,80-120,1,10.0-15.0,0-500,800-1200,3000-4000,11-14,0.0-5.0,15.0-20.0,1,1,0,3
1492,800-1200,1,0.5-1.0,1,0.0-5.0,1,20-40,0.6-0.8,120-160,1,10.0-15.0,500-1000,1200-1600,0-1000,5-8,0.0-5.0,5.0-10.0,1,1,1,0
1493,800-1200,1,0.5-1.0,1,0.0-5.0,1,40-60,0-0.2,80-120,8,10.0-15.0,0-500,800-1200,1000-2000,5-8,0.0-5.0,0.0-5.0,1,0,0,0
1494,400-800,1,1.5-2.0,1,0.0-5.0,1,20-40,0.4-0.6,80-120,6,0.0-5.0,0-500,1200-1600,1000-2000,5-8,0.0-5.0,0.0-5.0,1,0,1,0
1495,1200-1600,0,2.5-3.0,0,0.0-5.0,1,0-20,0.2-0.4,160-200,2,5.0-10.0,0-500,800-1200,0-1000,5-8,0.0-5.0,10.0-15.0,1,1,0,0
1496,1600-2000,1,0.5-1.0,0,0.0-5.0,1,20-40,0.8-1.0,160-200,8,15.0-20.0,500-1000,800-1200,0-1000,5-8,0.0-5.0,15.0-20.0,1,1,0,0
1497,1200-1600,0,2.5-3.0,0,0.0-5.0,0,0-20,0.2-0.4,120-160,6,5.0-10.0,500-1000,400-800,3000-4000,5-8,0.0-5.0,10.0-15.0,1,0,1,3
1498,800-1200,0,0.5-1.0,0,0.0-5.0,0,60-80,0.4-0.6,120-160,3,5.0-10.0,0-500,400-800,2000-3000,17-20,5.0-10.0,5.0-10.0,1,1,1,1
1499,1600-2000,1,0.5-1.0,1,0.0-5.0,1,40-60,0.8-1.0,160-200,3,5.0-10.0,0-500,1200-1600,1000-2000,8-11,0.0-5.0,0.0-5.0,1,1,0,2
1500,1200-1600,0,0.5-1.0,1,5.0-10.0,0,40-60,0-0.2,80-120,2,10.0-15.0,0-500,1200-1600,2000-3000,14-17,10.0-15.0,5.0-10.0,1,0,0,2
1501,1600-2000,1,0.5-1.0,1,0.0-5.0,1,0-20,0.8-1.0,120-160,2,0.0-5.0,1000-1500,1600-2000,1000-2000,14-17,5.0-10.0,15.0-20.0,1,1,1,2
1502,800-1200,1,0.5-1.0,1,0.0-5.0,0,20-40,0.2-0.4,120-160,8,0.0-5.0,0-500,400-800,2000-3000,14-17,5.0-10.0,5.0-10.0,1,0,0,1
1503,1600-2000,0,0.5-1.0,0,5.0-10.0,0,40-60,0-0.2,120-160,4,5.0-10.0,500-1000,400-800,1000-2000,11-14,0.0-5.0,10.0-15.0,1,0,0,1
1504,1600-2000,1,1.0-1.5,1,0.0-5.0,1,0-20,0.4-0.6,160-200,6,15.0-20.0,500-1000,1600-2000,3000-4000,5-8,0.0-5.0,0.0-5.0,1,1,1,3
1505,800-1200,0,1.5-2.0,1,0.0-5.0,1,0-20,0.6-0.8,120-160,5,5.0-10.0,500-1000,1200-1600,0-1000,5-8,5.0-10.0,15.0-20.0,1,0,0,0
1506,800-1200,1,1.0-1.5,1,0.0-5.0,1,20-40,0.2-0.4,120-160,4,15.0-20.0,0-500,400-800,2000-3000,8-11,0.0-5.0,15.0-20.0,1,1,1,1
1507,1200-1600,0,2.0-2.5,1,0.0-5.0,1,0-20,0-0.2,160-200,7,15.0-20.0,0-500,800-1200,2000-3000,5-8,0.0-5.0,15.0-20.0,1,1,0,2
1508,1200-1600,0,2.5-3.0,1,5.0-10.0,0,20-40,0-0.2,80-120,6,15.0-20.0,500-1000,1200-1600,2000-3000,11-14,5.0-10.0,15.0-20.0,1,0,1,2
1509,1600-2000,1,1.5-2.0,0,0.0-5.0,0,40-60,0.4-0.6,80-120,8,0.0-5.0,0-500,800-1200,2000-3000,5-8,0.0-5.0,10.0-15.0,1,0,1,3
1510,800-1200,1,0.5-1.0,1,5.0-10.0,1,20-40,0-0.2,80-120,6,15.0-20.0,0-500,800-1200,2000-3000,5-8,0.0-5.0,10.0-15.0,1,0,1,1
1511,800-1200,0,1.0-1.5,0,5.0-10.0,0,0-20,0.8-1.0,120-160,4,5.0-10.0,0-500,800-1200,1000-2000,11-14,5.0-10.0,15.0-20.0,1,1,0,1
1512,1600-2000,0,2.0-2.5,1,0.0-5.0,0,20-40,0.2-0.4,80-120,5,5.0-10.0,500-1000,1600-2000,3000-4000,14-17,5.0-10.0,10.0-15.0,0,0,0,3
1513,1200-1600,0,2.0-2.5,1,0.0-5.0,1,0-20,0.8-1.0,80-120,8,5.0-10.0,1000-1500,1200-1600,0-1000,17-20,5.0-10.0,10.0-15.0,1,1,1,0
1514,800-1200,0,0.5-1.0,0,0.0-5.0,1,20-40,0-0.2,120-160,1,15.0-20.0,1000-1500,1200-1600,1000-2000,8-11,5.0-10.0,15.0-20.0,1,1,0,1
1515,400-800,0,2.5-3.0,0,0.0-5.0,1,0-20,0.2-0.4,120-160,2,15.0-20.0,500-1000,800-1200,1000-2000,17-20,10.0-15.0,0.0-5.0,1,0,1,0
1516,800-1200,1,1.5-2.0,1,10.0-15.0,1,40-60,0-0.2,80-120,7,15.0-20.0,0-500,800-1200,2000-3000,5-8,0.0-5.0,5.0-10.0,1,0,0,1
1517,800-1200,0,1.0-1.5,1,0.0-5.0,0,0-20,0.6-0.8,160-200,4,0.0-5.0,1500-2000,1600-2000,2000-3000,14-17,0.0-5.0,10.0-15.0,0,1,0,3
1518,800-1200,0,2.0-2.5,1,0.0-5.0,1,20-40,0.8-1.0,160-200,7,0.0-5.0,500-1000,1600-2000,3000-4000,11-14,10.0-15.0,5.0-10.0,1,0,0,3
1519,1200-1600,1,2.5-3.0,0,0.0-5.0,0,40-60,0.6-0.8,160-200,2,0.0-5.0,0-500,400-800,3000-4000,5-8,0.0-5.0,5.0-10.0,1,0,0,3
1520,1600-2000,0,1.5-2.0,0,5.0-10.0,0,20-40,0-0.2,80-120,1,15.0-20.0,0-500,800-1200,3000-4000,14-17,5.0-10.0,0.0-5.0,0,0,0,3
1521,800-1200,1,0.5-1.0,1,5.0-10.0,0,20-40,0.4-0.6,120-160,8,5.0-10.0,500-1000,1200-1600,1000-2000,14-17,10.0-15.0,15.0-20.0,1,0,0,1
1522,800-1200,1,2.0-2.5,1,10.0-15.0,1,40-60,0.4-0.6,80-120,2,15.0-20.0,1000-1500,800-1200,1000-2000,14-17,10.0-15.0,0.0-5.0,1,0,0,1
1523,1600-2000,0,2.0-2.5,0,0.0-5.0,1,20-40,0.6-0.8,80-120,1,0.0-5.0,500-1000,800-1200,0-1000,11-14,5.0-10.0,0.0-5.0,1,1,1,0
1524,800-1200,0,0.5-1.0,0,0.0-5.0,0,40-60,0.4-0.6,80-120,4,5.0-10.0,0-500,800-1200,1000-2000,8-11,0.0-5.0,10.0-15.0,1,1,1,1
1525,1200-1600,0,2.0-2.5,0,0.0-5.0,1,0-20,0.6-0.8,160-200,4,15.0-20.0,500-1000,1600-2000,2000-3000,17-20,15.0-20.0,10.0-15.0,1,0,0,2
1526,800-1200,0,0.5-1.0,0,0.0-5.0,1,40-60,0.6-0.8,120-160,3,0.0-5.0,500-1000,800-1200,2000-3000,11-14,5.0-10.0,15.0-20.0,1,0,0,2
1527,1600-2000,0,0.5-1.0,1,0.0-5.0,1,0-20,0.8-1.0,80-120,8,5.0-10.0,1000-1500,1200-1600,2000-3000,5-8,5.0-10.0,15.0-20.0,1,0,1,3
1528,800-1200,1,2.5-3.0,0,0.0-5.0,1,20-40,0-0.2,160-200,1,5.0-10.0,1500-2000,1600-2000,1000-2000,17-20,0.0-5.0,10.0-15.0,1,0,1,1
1529,1600-2000,1,2.0-2.5,1,0.0-5.0,0,40-60,0.8-1.0,160-200,8,5.0-10.0,1500-2000,1600-2000,1000-2000,11-14,0.0-5.0,5.0-10.0,0,1,0,1
1530,400-800,1,1.5-2.0,1,0.0-5.0,1,40-60,0.4-0.6,80-120,6,10.0-15.0,0-500,1200-1600,0-1000,17-20,5.0-10.0,10.0-15.0,1,0,1,0
1531,1600-2000,1,2.0-2.5,0,0.0-5.0,0,0-20,0.4-0.6,160-200,6,0.0-5.0,1000-1500,1200-1600,3000-4000,11-14,5.0-10.0,10.0-15.0,1,0,1,3
1532,800-1200,1,1.0-1.5,1,0.0-5.0,0,40-60,0-0.2,80-120,7,15.0-20.0,1500-2000,1600-2000,3000-4000,11-14,0.0-5.0,10.0-15.0,0,0,0,3
1533,400-800,1,0.5-1.0,0,0.0-5.0,1,20-40,0.6-0.8,80-120,5,5.0-10.0,500-1000,1600-2000,0-1000,8-11,0.0-5.0,0.0-5.0,1,1,0,0
1534,400-800,1,1.5-2.0,1,10.0-15.0,0,0-20,0.6-0.8,160-200,8,10.0-15.0,500-1000,1600-2000,3000-4000,5-8,0.0-5.0,0.0-5.0,1,1,1,2
1535,400-800,1,1.5-2.0,0,5.0-10.0,1,0-20,0.6-0.8,160-200,2,10.0-15.0,0-500,800-1200,3000-4000,14-17,0.0-5.0,5.0-10.0,1,1,0,2
1536,1200-1600,0,0.5-1.0,0,5.0-10.0,0,40-60,0-0.2,80-120,3,5.0-10.0,0-500,400-800,1000-2000,14-17,5.0-10.0,15.0-20.0,0,0,1,1
1537,400-800,0,0.5-1.0,0,5.0-10.0,0,0-20,0.2-0.4,120-160,4,10.0-15.0,0-500,1600-2000,2000-3000,11-14,0.0-5.0,15.0-20.0,1,1,0,2
1538,800-1200,1,2.5-3.0,0,5.0-10.0,0,0-20,0.6-0.8,120-160,7,15.0-20.0,0-500,1600-2000,2000-3000,11-14,10.0-15.0,15.0-20.0,0,1,0,2
1539,800-1200,1,0.5-1.0,1,0.0-5.0,0,20-40,0.6-0.8,120-160,8,5.0-10.0,0-500,800-1200,0-1000,17-20,10.0-15.0,10.0-15.0,1,1,1,0
1540,1600-2000,1,0.5-1.0,0,0.0-5.0,0,0-20,0.2-0.4,160-200,2,5.0-10.0,0-500,1200-1600,1000-2000,11-14,10.0-15.0,15.0-20.0,1,0,0,2
1541,800-1200,0,0.5-1.0,1,5.0-10.0,1,0-20,0-0.2,160-200,5,15.0-20.0,1000-1500,1200-1600,3000-4000,11-14,5.0-10.0,5.0-10.0,1,1,0,3
1542,1600-2000,0,0.5-1.0,0,5.0-10.0,1,20-40,0.8-1.0,80-120,2,15.0-20.0,0-500,800-1200,2000-3000,17-20,15.0-20.0,15.0-20.0,1,0,1,3
1543,400-800,0,0.5-1.0,1,5.0-10.0,1,40-60,0-0.2,80-120,8,5.0-10.0,1000-1500,1200-1600,3000-4000,11-14,10.0-15.0,5.0-10.0,1,1,0,3
1544,1200-1600,1,1.5-2.0,1,0.0-5.0,0,20-40,0.4-0.6,160-200,1,0.0-5.0,0-500,800-1200,2000-3000,8-11,0.0-5.0,10.0-15.0,1,1,1,2
1545,1600-2000,0,0.5-1.0,0,0.0-5.0,1,0-20,0.6-0.8,80-120,8,5.0-10.0,0-500,400-800,2000-3000,11-14,0.0-5.0,5.0-10.0,1,1,0,2
1546,1600-2000,0,2.0-2.5,0,0.0-5.0,0,0-20,0.8-1.0,80-120,6,15.0-20.0,1500-2000,1600-2000,2000-3000,14-17,5.0-10.0,10.0-15.0,0,1,1,3
1547,1600-2000,0,0.5-1.0,1,0.0-5.0,1,20-40,0.8-1.0,160-200,1,5.0-10.0,0-500,800-1200,3000-4000,14-17,0.0-5.0,5.0-10.0,1,0,1,2
1548,1200-1600,1,0.5-1.0,1,0.0-5.0,1,0-20,0.2-0.4,80-120,3,0.0-5.0,0-500,1200-1600,2000-3000,17-20,0.0-5.0,15.0-20.0,1,1,0,2
1549,1600-2000,1,1.5-2.0,0,15.0-20.0,1,40-60,0.4-0.6,120-160,2,15.0-20.0,500-1000,1200-1600,1000-2000,5-8,0.0-5.0,15.0-20.0,1,1,0,1
1550,1200-1600,1,1.0-1.5,0,0.0-5.0,1,20-40,0.8-1.0,80-120,7,0.0-5.0,0-500,400-800,2000-3000,5-8,0.0-5.0,0.0-5.0,1,0,1,1
1551,1600-2000,1,0.5-1.0,1,0.0-5.0,0,20-40,0.8-1.0,120-160,7,15.0-20.0,0-500,400-800,1000-2000,5-8,0.0-5.0,10.0-15.0,1,1,0,1
1552,1200-1600,1,0.5-1.0,0,0.0-5.0,0,40-60,0-0.2,120-160,8,0.0-5.0,1000-1500,1600-2000,2000-3000,14-17,0.0-5.0,0.0-5.0,0,0,0,2
1553,800-1200,0,1.5-2.0,1,0.0-5.0,1,0-20,0-0.2,120-160,6,0.0-5.0,0-500,1200-1600,1000-2000,14-17,15.0-20.0,0.0-5.0,1,1,1,0
1554,1600-2000,0,1.0-1.5,1,15.0-20.0,1,20-40,0.6-0.8,120-160,2,15.0-20.0,1000-1500,1600-2000,1000-2000,14-17,0.0-5.0,15.0-20.0,1,0,1,1
1555,800-1200,0,0.5-1.0,0,0.0-5.0,0,40-60,0.8-1.0,160-200,5,0.0-5.0,1000-1500,1200-1600,0-1000,11-14,5.0-10.0,15.0-20.0,1,1,0,0
1556,800-1200,1,1.0-1.5,1,0.0-5.0,1,40-60,0.4-0.6,80-120,8,0.0-5.0,500-1000,800-1200,3000-4000,11-14,0.0-5.0,15.0-20.0,1,0,0,3
1557,1200-1600,1,1.0-1.5,0,0.0-5.0,0,20-40,0.2-0.4,120-160,2,0.0-5.0,0-500,800-1200,2000-3000,5-8,0.0-5.0,10.0-15.0,0,1,0,2
1558,400-800,0,0.5-1.0,1,10.0-15.0,1,40-60,0-0.2,80-120,4,15.0-20.0,1000-1500,1600-2000,0-1000,14-17,5.0-10.0,15.0-20.0,1,0,1,0
1559,400-800,0,2.5-3.0,0,5.0-10.0,1,0-20,0-0.2,80-120,6,15.0-20.0,500-1000,1600-2000,2000-3000,11-14,0.0-5.0,0.0-5.0,1,0,0,2
1560,1600-2000,0,0.5-1.0,0,0.0-5.0,1,20-40,0.4-0.6,160-200,4,5.0-10.0,500-1000,800-1200,2000-3000,5-8,0.0-5.0,5.0-10.0,1,0,1,2
1561,800-1200,0,2.0-2.5,1,0.0-5.0,1,0-20,0.6-0.8,160-200,5,0.0-5.0,1000-1500,1600-2000,2000-3000,14-17,15.0-20.0,0.0-5.0,1,1,1,2
1562,1200-1600,0,1.5-2.0,0,0.0-5.0,0,40-60,0-0.2,120-160,1,5.0-10.0,0-500,400-800,2000-3000,14-17,5.0-10.0,0.0-5.0,1,0,0,2
1563,800-1200,1,2.0-2.5,1,0.0-5.0,1,20-40,0.4-0.6,160-200,2,0.0-5.0,0-500,400-800,2000-3000,5-8,0.0-5.0,10.0-15.0,1,1,1,1
1564,1200-1600,1,0.5-1.0,0,0.0-5.0,0,20-40,0.4-0.6,160-200,6,10.0-15.0,0-500,1200-1600,0-1000,5-8,0.0-5.0,10.0-15.0,1,0,0,0
1565,800-1200,0,0.5-1.0,0,0.0-5.0,1,20-40,0.8-1.0,120-160,4,0.0-5.0,500-1000,800-1200,1000-2000,14-17,0.0-5.0,10.0-15.0,1,0,1,0
1566,1200-1600,0,1.0-1.5,0,5.0-10.0,0,0-20,0-0.2,120-160,2,5.0-10.0,0-500,400-800,0-1000,5-8,0.0-5.0,10.0-15.0,1,1,1,0
1567,800-1200,0,2.5-3.0,0,0.0-5.0,0,0-20,0.6-0.8,80-120,4,0.0-5.0,0-500,800-1200,2000-3000,14-17,10.0-15.0,5.0-10.0,1,1,1,1
1568,400-800,1,1.5-2.0,0,0.0-5.0,0,0-20,0.4-0.6,120-160,6,0.0-5.0,500-1000,800-1200,3000-4000,17-20,10.0-15.0,15.0-20.0,1,0,1,2
1569,1200-1600,0,2.0-2.5,0,5.0-10.0,1,0-20,0.8-1.0,80-120,7,15.0-20.0,500-1000,800-1200,1000-2000,11-14,10.0-15.0,15.0-20.0,1,1,0,1
1570,1200-1600,1,1.5-2.0,1,0.0-5.0,1,20-40,0.6-0.8,120-160,2,5.0-10.0,1000-1500,1200-1600,0-1000,11-14,5.0-10.0,15.0-20.0,1,1,0,0
1571,1200-1600,0,0.5-1.0,0,0.0-5.0,1,20-40,0.8-1.0,80-120,4,5.0-10.0,0-500,400-800,3000-4000,5-8,0.0-5.0,5.0-10.0,1,1,1,3
1572,800-1200,0,0.5-1.0,1,5.0-10.0,0,0-20,0.2-0.4,160-200,8,10.0-15.0,0-500,1200-1600,3000-4000,5-8,0.0-5.0,0.0-5.0,0,0,1,2
1573,400-800,1,1.5-2.0,1,0.0-5.0,1,40-60,0.2-0.4,120-160,8,0.0-5.0,0-500,800-1200,1000-2000,8-11,5.0-10.0,0.0-5.0,1,1,1,0
1574,1600-2000,1,1.5-2.0,1,10.0-15.0,0,40-60,0-0.2,120-160,2,10.0-15.0,0-500,1600-2000,3000-4000,14-17,10.0-15.0,10.0-15.0,1,1,1,3
1575,400-800,0,2.5-3.0,1,0.0-5.0,0,40-60,0.6-0.8,120-160,8,0.0-5.0,0-500,1600-2000,2000-3000,8-11,0.0-5.0,15.0-20.0,1,0,0,2
1576,800-1200,0,1.0-1.5,0,0.0-5.0,1,0-20,0.2-0.4,120-160,8,0.0-5.0,500-1000,1600-2000,0-1000,8-11,5.0-10.0,10.0-15.0,1,0,0,0
1577,800-1200,0,1.5-2.0,0,5.0-10.0,0,40-60,0.4-0.6,120-160,1,15.0-20.0,500-1000,1600-2000,1000-2000,5-8,0.0-5.0,5.0-10.0,0,1,0,1
1578,1600-2000,0,0.5-1.0,1,0.0-5.0,1,20-40,0-0.2,120-160,5,0.0-5.0,0-500,800-1200,2000-3000,14-17,5.0-10.0,5.0-10.0,1,1,0,2
1579,1600-2000,0,2.5-3.0,1,5.0-10.0,1,0-20,0.4-0.6,80-120,6,15.0-20.0,0-500,1600-2000,1000-2000,14-17,0.0-5.0,0.0-5.0,1,1,0,1
1580,1600-2000,1,1.5-2.0,0,0.0-5.0,1,40-60,0.2-0.4,120-160,2,5.0-10.0,500-1000,400-800,0-1000,14-17,10.0-15.0,0.0-5.0,1,0,0,0
1581,1200-1600,1,2.0-2.5,1,0.0-5.0,0,0-20,0-0.2,120-160,2,0.0-5.0,0-500,1600-2000,0-1000,17-20,0.0-5.0,0.0-5.0,0,0,0,0
1582,800-1200,1,1.5-2.0,1,0.0-5.0,0,0-20,0.2-0.4,160-200,7,15.0-20.0,0-500,400-800,0-1000,5-8,0.0-5.0,5.0-10.0,0,0,0,0
1583,800-1200,0,1.5-2.0,0,0.0-5.0,1,20-40,0.6-0.8,80-120,8,0.0-5.0,0-500,1200-1600,2000-3000,14-17,15.0-20.0,0.0-5.0,1,1,0,2
1584,1600-2000,1,2.0-2.5,1,5.0-10.0,0,40-60,0-0.2,160-200,4,5.0-10.0,500-1000,800-1200,0-1000,5-8,0.0-5.0,0.0-5.0,0,0,1,0
1585,1600-2000,1,0.5-1.0,1,10.0-15.0,0,0-20,0-0.2,120-160,1,10.0-15.0,500-1000,800-1200,3000-4000,8-11,5.0-10.0,5.0-10.0,1,1,0,3
1586,400-800,1,2.5-3.0,1,0.0-5.0,0,20-40,0.8-1.0,120-160,5,10.0-15.0,0-500,1600-2000,1000-2000,5-8,0.0-5.0,0.0-5.0,0,1,0,1
1587,800-1200,0,0.5-1.0,0,0.0-5.0,1,20-40,0.4-0.6,160-200,2,10.0-15.0,1000-1500,1200-1600,1000-2000,11-14,0.0-5.0,5.0-10.0,1,1,0,1
1588,1600-2000,1,1.5-2.0,0,10.0-15.0,0,20-40,0-0.2,160-200,4,10.0-15.0,500-1000,1600-2000,1000-2000,14-17,5.0-10.0,10.0-15.0,0,1,0,2
1589,1600-2000,0,1.0-1.5,0,0.0-5.0,0,0-20,0.6-0.8,80-120,2,5.0-10.0,500-1000,800-1200,3000-4000,5-8,0.0-5.0,15.0-20.0,1,0,0,3
1590,1600-2000,0,0.5-1.0,1,0.0-5.0,1,20-40,0.8-1.0,80-120,8,10.0-15.0,500-1000,1600-2000,3000-4000,5-8,0.0-5.0,5.0-10.0,1,0,1,3
1591,1600-2000,0,0.5-1.0,0,0.0-5.0,0,0-20,0.8-1.0,160-200,6,10.0-15.0,0-500,1200-1600,2000-3000,5-8,5.0-10.0,10.0-15.0,0,1,0,2
1592,800-1200,0,0.5-1.0,0,0.0-5.0,0,60-80,0.6-0.8,160-200,4,15.0-20.0,500-1000,1600-2000,1000-2000,14-17,0.0-5.0,15.0-20.0,0,0,0,1
1593,1600-2000,0,2.0-2.5,0,0.0-5.0,1,0-20,0-0.2,120-160,1,0.0-5.0,0-500,1200-1600,2000-3000,8-11,0.0-5.0,5.0-10.0,1,0,0,2
1594,400-800,1,0.5-1.0,0,15.0-20.0,1,40-60,0.2-0.4,120-160,7,15.0-20.0,500-1000,800-1200,1000-2000,11-14,0.0-5.0,5.0-10.0,1,1,1,1
1595,1200-1600,0,2.5-3.0,1,5.0-10.0,1,20-40,0.4-0.6,120-160,3,10.0-15.0,1500-2000,1600-2000,1000-2000,5-8,0.0-5.0,0.0-5.0,1,0,1,2
1596,800-1200,1,0.5-1.0,1,0.0-5.0,1,0-20,0-0.2,160-200,5,0.0-5.0,0-500,1600-2000,3000-4000,11-14,0.0-5.0,10.0-15.0,1,1,1,3
1597,800-1200,1,2.5-3.0,0,0.0-5.0,0,0-20,0-0.2,80-120,7,0.0-5.0,0-500,1200-1600,0-1000,8-11,5.0-10.0,10.0-15.0,1,1,1,0
