,status_of_existing_checking_account,duration_(months),credit_history,purpose,credit_amount,savings_account/bonds,present_employment_since,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_of_existing_credits,job,no._of_people_being_liable_to_provide_maintenance,telephone,foreign_worker,class
643,A14,20-30,A34,A43,0-2500,A61,A74,4,A94,A103,2,A123,30-40,A143,A152,2,A173,1,A192,A201,1
644,A11,10-20,A34,A43,0-2500,A61,A74,4,A94,A101,1,A122,30-40,A143,A152,2,A174,1,A192,A201,1
645,A14,30-40,A33,A49,7500-10000,A65,A72,4,A93,A101,4,A123,20-30,A143,A151,2,A173,1,A192,A201,2
646,A11,20-30,A30,A42,2500-5000,A61,A73,2,A91,A103,2,A121,30-40,A143,A152,2,A173,1,A191,A201,1
647,A14,10-20,A32,A40,0-2500,A63,A73,2,A92,A101,2,A122,20-30,A143,A152,1,A173,1,A191,A201,2
648,A13,20-30,A32,A40,0-2500,A61,A74,4,A93,A101,3,A124,30-40,A141,A153,1,A173,2,A191,A201,2
649,A11,10-20,A32,A46,0-2500,A61,A73,4,A93,A101,4,A123,30-40,A143,A151,1,A172,2,A191,A201,2
650,A11,40-50,A32,A46,5000-7500,A61,A74,4,A93,A101,1,A124,40-50,A143,A153,1,A174,1,A192,A201,1
651,A12,10-20,A32,A42,0-2500,A61,A73,4,A93,A101,2,A122,30-40,A143,A152,1,A172,1,A191,A201,2
652,A11,20-30,A32,A40,0-2500,A61,A75,4,A93,A102,1,A121,40-50,A143,A152,1,A173,1,A191,A201,2
653,A12,30-40,A33,A40,7500-10000,A62,A75,2,A93,A101,4,A123,40-50,A143,A152,4,A174,1,A192,A201,2
654,A14,20-30,A34,A41,0-2500,A61,A74,4,A93,A101,3,A123,30-40,A143,A152,2,A173,1,A192,A201,1
655,A11,10-20,A32,A40,2500-5000,A61,A71,1,A93,A101,4,A124,20-30,A143,A153,1,A173,1,A191,A201,1
656,A12,10-20,A32,A40,0-2500,A61,A75,4,A93,A101,4,A123,40-50,A141,A152,1,A172,2,A191,A201,2
657,A14,40-50,A32,A43,10000-12500,A65,A74,4,A93,A101,3,A123,30-40,A142,A152,1,A173,1,A192,A201,1
658,A12,20-30,A30,A49,2500-5000,A61,A73,2,A92,A101,1,A123,20-30,A143,A152,2,A173,1,A191,A201,1
659,A12,10-20,A34,A42,5000-7500,A61,A75,2,A93,A101,1,A124,40-50,A143,A152,1,A173,1,A192,A201,1
660,A13,10-20,A32,A43,0-2500,A61,A73,3,A94,A101,4,A121,20-30,A143,A151,1,A173,1,A191,A201,1
661,A11,10-20,A32,A40,0-2500,A65,A73,4,A94,A101,2,A123,20-30,A143,A152,1,A173,1,A191,A201,2
662,A14,20-30,A32,A42,0-2500,A61,A75,4,A93,A101,2,A121,40-50,A143,A152,2,A173,1,A191,A201,1
663,A12,0-10,A33,A42,0-2500,A61,A71,4,A93,A101,1,A122,30-40,A142,A152,2,A174,1,A192,A201,1
664,A13,0-10,A34,A46,0-2500,A61,A73,2,A92,A101,4,A122,40-50,A143,A152,1,A172,1,A191,A201,1
665,A14,20-30,A34,A410,5000-7500,A61,A71,4,A93,A102,2,A124,20-30,A141,A152,2,A174,1,A192,A201,1
666,A12,20-30,A31,A42,2500-5000,A64,A73,4,A93,A101,2,A123,30-40,A142,A152,1,A173,2,A192,A201,1
667,A14,40-50,A31,A49,2500-5000,A61,A73,1,A92,A101,1,A121,20-30,A142,A152,1,A173,1,A191,A201,1
668,A11,10-20,A34,A40,2500-5000,A61,A75,3,A93,A102,4,A122,40-50,A143,A151,2,A173,1,A192,A201,2
669,A13,20-30,A34,A43,2500-5000,A61,A75,4,A93,A101,4,A122,40-50,A143,A152,1,A173,1,A191,A201,1
670,A14,20-30,A34,A49,2500-5000,A62,A73,3,A93,A101,3,A122,20-30,A143,A152,2,A172,1,A192,A201,1
671,A14,30-40,A32,A49,5000-7500,A62,A74,2,A93,A101,2,A123,30-40,A143,A152,2,A173,1,A192,A201,1
672,A14,50-60,A32,A40,10000-12500,A61,A75,2,A93,A101,4,A122,40-50,A143,A152,1,A174,1,A192,A201,1
673,A14,0-10,A34,A40,0-2500,A63,A73,1,A94,A101,2,A123,20-30,A143,A152,1,A173,1,A191,A201,1
674,A14,20-30,A33,A49,2500-5000,A63,A72,4,A93,A101,2,A121,40-50,A141,A152,1,A172,2,A191,A201,2
675,A14,20-30,A34,A43,2500-5000,A61,A74,4,A92,A101,4,A123,20-30,A143,A151,1,A174,1,A192,A201,1
676,A14,20-30,A34,A42,5000-7500,A61,A75,4,A93,A101,4,A123,30-40,A143,A152,1,A173,1,A192,A201,1
677,A12,70-80,A32,A43,5000-7500,A62,A73,2,A94,A101,2,A123,20-30,A143,A152,1,A173,1,A191,A201,2
678,A11,20-30,A32,A43,0-2500,A61,A75,4,A93,A101,4,A121,60-70,A141,A151,1,A172,1,A191,A201,1
679,A14,10-20,A32,A43,0-2500,A61,A72,3,A92,A101,1,A121,20-30,A143,A152,1,A173,1,A191,A201,1
680,A14,0-10,A32,A46,0-2500,A61,A72,1,A92,A101,2,A124,50-60,A143,A152,1,A173,1,A191,A201,1
681,A14,10-20,A32,A43,0-2500,A65,A73,4,A93,A101,4,A124,30-40,A143,A153,1,A173,1,A192,A201,1
682,A14,10-20,A33,A43,0-2500,A61,A73,4,A94,A101,3,A121,30-40,A141,A152,2,A173,1,A191,A201,1
683,A14,20-30,A34,A43,5000-7500,A61,A72,3,A94,A101,3,A124,40-50,A143,A153,3,A173,1,A192,A201,1
684,A12,30-40,A33,A49,7500-10000,A62,A74,1,A93,A101,3,A122,30-40,A143,A152,2,A172,2,A192,A201,1
685,A14,50-60,A32,A40,5000-7500,A65,A73,4,A93,A101,4,A124,30-40,A143,A153,1,A173,2,A192,A201,1
686,A13,0-10,A34,A43,0-2500,A65,A74,4,A93,A101,2,A122,20-30,A143,A152,2,A173,1,A192,A201,1
687,A12,30-40,A33,A40,2500-5000,A62,A75,4,A93,A101,3,A124,20-30,A143,A153,1,A173,1,A191,A201,1
688,A14,0-10,A32,A43,2500-5000,A62,A75,3,A93,A102,4,A123,30-40,A143,A152,1,A173,1,A192,A201,1
689,A11,10-20,A32,A40,2500-5000,A64,A73,1,A93,A101,3,A122,30-40,A143,A152,1,A173,2,A191,A201,1
690,A11,10-20,A34,A42,0-2500,A61,A73,2,A91,A101,3,A122,20-30,A143,A152,2,A173,1,A191,A201,1
691,A12,10-20,A32,A45,2500-5000,A62,A73,3,A92,A101,2,A121,20-30,A143,A152,1,A172,1,A191,A201,1
692,A12,20-30,A32,A43,2500-5000,A62,A72,2,A93,A101,1,A123,20-30,A143,A152,1,A173,1,A191,A201,1
693,A11,0-10,A34,A40,2500-5000,A65,A72,1,A93,A101,3,A121,40-50,A143,A152,2,A172,2,A191,A201,1
694,A14,20-30,A32,A43,0-2500,A61,A74,4,A93,A101,2,A123,20-30,A143,A152,1,A173,1,A192,A201,1
695,A14,0-10,A32,A41,0-2500,A63,A73,2,A93,A101,4,A122,40-50,A143,A151,1,A173,1,A191,A201,1
696,A12,10-20,A32,A43,0-2500,A61,A74,4,A93,A103,3,A121,20-30,A143,A152,2,A173,1,A191,A202,1
697,A14,10-20,A34,A40,0-2500,A61,A71,1,A92,A101,2,A122,30-40,A143,A152,1,A171,1,A191,A201,1
698,A14,10-20,A34,A43,0-2500,A61,A73,4,A93,A101,2,A123,20-30,A143,A152,2,A173,1,A191,A201,1
699,A13,10-20,A32,A46,0-2500,A61,A75,4,A93,A101,4,A123,30-40,A143,A151,1,A174,1,A192,A201,1
700,A14,10-20,A32,A42,0-2500,A63,A73,4,A92,A101,4,A123,20-30,A143,A151,1,A172,1,A191,A201,2
701,A11,40-50,A34,A41,5000-7500,A61,A75,4,A93,A101,4,A124,40-50,A143,A153,2,A173,1,A192,A201,2
702,A13,20-30,A32,A43,0-2500,A62,A75,4,A92,A101,2,A124,40-50,A143,A153,1,A173,1,A192,A201,1
703,A12,20-30,A33,A49,2500-5000,A62,A75,4,A93,A101,2,A122,40-50,A142,A152,2,A173,1,A191,A201,1
704,A12,20-30,A32,A49,2500-5000,A61,A72,4,A92,A101,1,A122,30-40,A143,A152,1,A173,2,A192,A201,1
705,A14,10-20,A32,A40,5000-7500,A63,A75,1,A92,A101,4,A124,30-40,A143,A153,1,A173,1,A191,A201,1
706,A12,40-50,A32,A40,5000-7500,A62,A74,3,A93,A101,2,A122,20-30,A143,A152,1,A173,1,A191,A201,2
707,A12,10-20,A30,A42,2500-5000,A61,A72,4,A92,A101,3,A122,20-30,A143,A151,2,A173,1,A191,A201,2
708,A12,0-10,A32,A43,0-2500,A61,A75,4,A92,A101,4,A121,20-30,A143,A152,1,A173,1,A191,A201,1
709,A12,0-10,A32,A43,0-2500,A61,A73,2,A93,A101,2,A121,30-40,A143,A152,1,A172,2,A191,A201,1
710,A14,10-20,A34,A43,0-2500,A63,A75,4,A93,A101,3,A122,30-40,A141,A152,2,A174,1,A192,A201,1
711,A11,0-10,A31,A46,0-2500,A61,A75,4,A92,A101,4,A124,30-40,A143,A153,1,A173,1,A191,A201,2
712,A14,20-30,A32,A41,0-2500,A65,A75,4,A93,A101,4,A121,40-50,A143,A152,1,A174,1,A192,A201,1
713,A11,0-10,A34,A43,0-2500,A61,A73,4,A93,A101,4,A121,20-30,A143,A152,2,A172,1,A191,A201,1
714,A12,50-60,A32,A40,12500-15000,A61,A74,4,A93,A101,2,A124,20-30,A143,A152,1,A174,1,A192,A201,2
715,A14,20-30,A34,A41,7500-10000,A65,A75,1,A93,A101,4,A123,60-70,A143,A152,2,A173,1,A191,A201,1
716,A14,20-30,A34,A43,2500-5000,A65,A75,3,A93,A101,2,A123,30-40,A143,A152,2,A173,2,A192,A201,1
717,A14,10-20,A32,A43,0-2500,A61,A73,4,A93,A101,2,A124,30-40,A143,A153,1,A174,1,A192,A201,1
718,A13,20-30,A34,A43,2500-5000,A65,A73,3,A93,A101,2,A123,30-40,A143,A152,2,A173,1,A192,A201,1
719,A12,10-20,A30,A41,5000-7500,A62,A75,3,A94,A101,4,A123,30-40,A141,A152,2,A173,1,A192,A201,1
720,A13,0-10,A30,A43,0-2500,A61,A72,4,A93,A101,2,A123,30-40,A143,A152,2,A174,1,A192,A201,2
721,A12,0-10,A31,A46,0-2500,A64,A72,4,A92,A101,2,A122,20-30,A141,A151,1,A173,2,A191,A201,2
722,A11,10-20,A32,A40,0-2500,A61,A73,4,A92,A101,2,A121,20-30,A143,A152,1,A172,1,A191,A201,2
723,A12,0-10,A32,A43,0-2500,A63,A73,4,A92,A101,3,A121,60-70,A143,A152,1,A172,1,A191,A201,1
724,A14,20-30,A32,A40,2500-5000,A61,A73,3,A92,A101,3,A121,20-30,A143,A151,1,A173,1,A191,A201,2
725,A14,0-10,A34,A40,0-2500,A64,A73,2,A92,A101,2,A121,40-50,A141,A152,2,A172,1,A191,A201,1
726,A14,10-20,A34,A43,0-2500,A63,A73,2,A94,A101,2,A122,40-50,A143,A152,2,A172,1,A191,A201,1
727,A11,10-20,A32,A43,0-2500,A61,A73,4,A92,A101,4,A123,20-30,A141,A151,2,A173,1,A191,A201,2
728,A12,40-50,A31,A49,5000-7500,A61,A75,4,A92,A101,3,A124,50-60,A143,A151,1,A173,1,A191,A201,2
729,A13,20-30,A34,A49,0-2500,A64,A73,2,A91,A101,4,A121,30-40,A143,A152,2,A173,1,A192,A201,1
730,A12,20-30,A33,A43,5000-7500,A61,A72,1,A93,A101,2,A123,30-40,A143,A152,1,A173,1,A191,A201,1
731,A11,20-30,A32,A43,0-2500,A61,A73,2,A93,A101,4,A121,20-30,A143,A151,1,A172,2,A191,A201,2
732,A12,0-10,A32,A43,0-2500,A61,A74,4,A92,A103,2,A121,40-50,A143,A152,1,A172,1,A191,A201,1
733,A14,20-30,A32,A41,2500-5000,A64,A73,2,A92,A101,4,A123,20-30,A143,A151,1,A173,1,A192,A201,1
734,A14,0-10,A34,A40,2500-5000,A61,A74,1,A92,A101,1,A121,30-40,A143,A152,1,A173,2,A191,A201,1
735,A12,30-40,A31,A44,2500-5000,A65,A72,3,A92,A101,2,A124,20-30,A141,A152,1,A171,1,A191,A201,1
736,A12,20-30,A32,A41,10000-12500,A61,A73,1,A92,A101,4,A123,20-30,A143,A151,2,A174,1,A191,A201,2
737,A11,10-20,A32,A40,2500-5000,A62,A73,3,A93,A101,4,A123,30-40,A143,A152,1,A172,2,A192,A201,1
738,A14,0-10,A34,A40,5000-7500,A61,A74,1,A93,A101,3,A124,40-50,A143,A152,2,A174,2,A192,A201,1
739,A12,20-30,A30,A49,2500-5000,A62,A73,4,A92,A101,4,A123,20-30,A143,A151,2,A172,1,A191,A201,2
740,A11,20-30,A31,A40,0-2500,A62,A74,2,A93,A101,3,A123,30-40,A141,A152,1,A173,1,A191,A201,1
741,A12,0-10,A31,A43,0-2500,A61,A73,4,A93,A101,4,A121,20-30,A142,A152,1,A172,1,A191,A201,1
742,A14,20-30,A32,A43,2500-5000,A65,A75,4,A93,A101,3,A122,40-50,A143,A152,1,A173,1,A192,A201,1
743,A11,20-30,A31,A42,0-2500,A63,A73,4,A93,A101,4,A121,20-30,A142,A152,1,A173,1,A192,A201,1
744,A11,30-40,A34,A42,12500-15000,A65,A74,4,A93,A101,4,A122,20-30,A143,A152,2,A174,1,A192,A201,1
745,A11,10-20,A34,A49,0-2500,A61,A72,3,A93,A101,1,A122,20-30,A141,A152,2,A172,1,A191,A201,1
746,A11,10-20,A32,A40,2500-5000,A61,A71,1,A92,A101,4,A123,20-30,A143,A151,1,A173,1,A191,A201,1
747,A11,10-20,A32,A40,0-2500,A61,A72,3,A92,A101,1,A121,30-40,A143,A152,1,A172,1,A191,A201,2
748,A14,20-30,A32,A41,5000-7500,A65,A73,1,A93,A101,3,A123,20-30,A143,A152,1,A173,1,A191,A201,1
749,A14,10-20,A32,A41,2500-5000,A61,A74,2,A93,A101,2,A123,30-40,A143,A152,1,A173,1,A191,A201,1
750,A11,0-10,A32,A42,0-2500,A61,A75,2,A92,A101,1,A122,40-50,A141,A152,1,A173,1,A192,A201,1
751,A11,10-20,A32,A40,0-2500,A61,A72,1,A92,A101,2,A123,20-30,A143,A152,1,A172,1,A191,A201,2
752,A12,10-20,A32,A49,0-2500,A62,A74,2,A92,A101,4,A121,20-30,A143,A151,1,A172,1,A191,A201,1
753,A14,20-30,A34,A43,5000-7500,A61,A74,4,A92,A101,2,A123,20-30,A143,A152,2,A173,1,A191,A201,1
754,A14,10-20,A33,A45,0-2500,A64,A75,4,A93,A101,4,A124,50-60,A143,A153,2,A173,2,A191,A201,2
755,A11,20-30,A32,A40,0-2500,A65,A74,4,A92,A101,4,A124,30-40,A143,A151,1,A173,1,A191,A201,2
756,A13,0-10,A34,A40,0-2500,A61,A73,1,A93,A101,1,A121,70-80,A143,A152,3,A171,2,A191,A202,1
757,A13,10-20,A34,A43,0-2500,A65,A73,3,A93,A101,4,A124,30-40,A143,A153,2,A173,1,A192,A201,2
758,A14,20-30,A32,A40,0-2500,A61,A73,2,A93,A103,2,A121,30-40,A143,A152,1,A173,1,A192,A201,1
759,A11,10-20,A34,A40,0-2500,A61,A75,4,A93,A101,3,A122,30-40,A143,A152,2,A173,1,A191,A201,2
760,A14,10-20,A34,A40,5000-7500,A65,A75,1,A92,A101,4,A123,50-60,A143,A152,1,A173,1,A192,A201,1
761,A11,10-20,A34,A42,0-2500,A61,A73,4,A92,A101,4,A121,20-30,A143,A151,2,A173,1,A191,A201,2
762,A11,10-20,A32,A43,0-2500,A61,A73,4,A93,A101,3,A122,20-30,A143,A152,1,A172,1,A191,A201,1
763,A14,20-30,A34,A40,12500-15000,A65,A75,4,A93,A101,4,A124,20-30,A143,A153,1,A174,1,A192,A201,2
764,A14,20-30,A34,A40,0-2500,A62,A74,4,A94,A101,3,A122,20-30,A143,A152,2,A173,1,A192,A201,1
765,A12,10-20,A32,A43,0-2500,A61,A75,3,A94,A103,3,A121,30-40,A141,A152,2,A172,1,A191,A201,1
766,A11,20-30,A32,A42,2500-5000,A61,A72,2,A91,A101,4,A122,30-40,A143,A152,1,A172,1,A191,A201,2
767,A14,0-10,A32,A41,2500-5000,A65,A72,1,A92,A101,4,A121,30-40,A143,A151,1,A173,1,A191,A201,1
768,A12,10-20,A34,A42,2500-5000,A61,A75,1,A93,A101,4,A123,20-30,A143,A151,3,A173,1,A192,A201,1
769,A14,10-20,A34,A43,0-2500,A61,A75,2,A93,A101,4,A121,60-70,A143,A152,2,A172,1,A192,A201,1
770,A11,20-30,A32,A41,2500-5000,A65,A75,2,A92,A101,4,A121,20-30,A143,A151,1,A173,1,A191,A201,1
771,A11,30-40,A34,A46,7500-10000,A61,A73,3,A92,A101,2,A124,20-30,A143,A152,2,A174,1,A192,A201,2
772,A14,20-30,A34,A41,2500-5000,A61,A75,1,A93,A101,4,A123,30-40,A143,A152,1,A174,1,A192,A201,1
773,A14,20-30,A34,A43,0-2500,A62,A75,4,A93,A101,4,A122,50-60,A141,A152,2,A173,1,A191,A201,1
774,A13,10-20,A34,A40,0-2500,A63,A71,2,A93,A101,4,A124,60-70,A141,A153,3,A171,1,A191,A201,1
775,A11,20-30,A32,A40,0-2500,A65,A73,4,A92,A101,4,A121,20-30,A143,A151,1,A173,1,A191,A201,2
776,A14,30-40,A34,A40,2500-5000,A61,A74,4,A93,A101,4,A123,30-40,A143,A152,2,A173,1,A192,A201,1
777,A11,10-20,A32,A43,2500-5000,A61,A74,4,A92,A103,1,A121,20-30,A143,A152,1,A173,1,A191,A201,1
778,A14,30-40,A34,A41,5000-7500,A64,A75,4,A93,A101,2,A123,30-40,A143,A152,2,A174,1,A192,A201,1
779,A12,10-20,A32,A45,2500-5000,A61,A71,2,A92,A101,4,A123,60-70,A143,A152,1,A173,1,A192,A201,1
780,A12,30-40,A34,A43,2500-5000,A61,A74,2,A93,A103,2,A121,20-30,A143,A152,2,A173,1,A191,A201,2
781,A14,20-30,A34,A40,0-2500,A64,A75,4,A93,A101,4,A121,50-60,A143,A152,1,A173,1,A192,A201,1
782,A12,10-20,A30,A48,0-2500,A61,A73,2,A93,A101,2,A121,30-40,A143,A152,1,A172,1,A192,A201,1
783,A12,10-20,A32,A40,0-2500,A62,A72,4,A92,A101,2,A122,20-30,A141,A152,1,A172,1,A191,A201,2
784,A12,10-20,A32,A41,5000-7500,A65,A71,1,A91,A101,4,A121,50-60,A143,A152,1,A174,1,A192,A201,1
785,A12,10-20,A32,A49,0-2500,A64,A73,4,A93,A101,2,A122,30-40,A143,A152,1,A172,1,A192,A201,1
786,A14,20-30,A32,A43,2500-5000,A63,A75,3,A93,A101,4,A123,30-40,A143,A152,1,A173,1,A191,A201,1
787,A14,40-50,A34,A41,2500-5000,A65,A75,4,A93,A101,3,A123,30-40,A143,A152,2,A173,2,A192,A201,1
788,A12,40-50,A33,A46,5000-7500,A61,A75,4,A93,A101,4,A124,40-50,A143,A153,1,A173,1,A191,A201,2
789,A11,30-40,A34,A46,5000-7500,A61,A73,4,A93,A101,3,A124,20-30,A141,A152,1,A173,1,A192,A201,2
790,A12,20-30,A32,A49,0-2500,A61,A75,2,A92,A101,4,A122,30-40,A143,A152,1,A173,2,A191,A201,2
791,A14,20-30,A32,A41,5000-7500,A65,A75,3,A93,A101,4,A123,40-50,A143,A152,1,A174,2,A192,A201,1
792,A14,0-10,A34,A42,0-2500,A65,A73,1,A94,A101,2,A122,20-30,A143,A152,2,A173,1,A191,A201,1
793,A13,20-30,A32,A42,2500-5000,A61,A75,3,A91,A101,4,A124,50-60,A143,A153,1,A173,1,A191,A201,1
794,A14,20-30,A32,A42,2500-5000,A63,A75,4,A93,A101,3,A124,30-40,A143,A151,1,A173,1,A192,A201,1
795,A14,0-10,A32,A42,0-2500,A62,A72,2,A92,A101,4,A122,20-30,A143,A151,1,A173,1,A191,A201,1
796,A11,10-20,A32,A41,7500-10000,A65,A75,1,A93,A101,4,A122,50-60,A143,A153,1,A173,2,A192,A201,2
797,A14,10-20,A34,A42,0-2500,A61,A72,2,A92,A101,4,A122,20-30,A143,A151,2,A172,1,A191,A201,1
798,A14,20-30,A33,A40,0-2500,A65,A75,4,A94,A101,4,A123,50-60,A143,A152,2,A173,1,A192,A201,1
799,A12,0-10,A32,A40,0-2500,A65,A72,4,A93,A101,2,A121,30-40,A143,A152,1,A171,1,A191,A201,1
800,A14,20-30,A34,A46,0-2500,A61,A75,4,A93,A101,4,A124,50-60,A143,A153,2,A173,2,A191,A201,1
801,A12,10-20,A34,A43,0-2500,A61,A75,3,A92,A103,4,A121,40-50,A141,A151,2,A172,1,A192,A201,1
802,A11,10-20,A34,A42,2500-5000,A61,A75,1,A92,A101,4,A122,20-30,A143,A152,2,A173,1,A191,A201,1
803,A14,10-20,A34,A43,0-2500,A65,A75,4,A93,A101,4,A123,30-40,A143,A152,2,A173,1,A191,A201,1
804,A12,10-20,A32,A40,5000-7500,A65,A71,1,A92,A101,2,A121,20-30,A143,A151,1,A171,1,A191,A201,1
805,A11,30-40,A32,A40,7500-10000,A61,A74,2,A93,A101,1,A123,20-30,A143,A152,1,A173,1,A192,A201,2
806,A12,0-10,A32,A43,0-2500,A61,A72,3,A94,A101,3,A121,20-30,A143,A152,1,A172,1,A191,A202,1
807,A14,10-20,A34,A43,0-2500,A65,A75,4,A93,A101,4,A121,60-70,A143,A152,4,A173,1,A191,A201,1
808,A12,40-50,A31,A41,7500-10000,A61,A71,1,A93,A101,2,A124,50-60,A141,A153,1,A174,1,A192,A201,1
809,A12,10-20,A30,A40,0-2500,A61,A72,2,A92,A101,1,A121,20-30,A143,A151,2,A171,1,A191,A201,2
810,A12,0-10,A32,A49,0-2500,A61,A72,3,A94,A101,2,A121,20-30,A143,A152,1,A173,1,A192,A201,1
811,A12,0-10,A32,A43,0-2500,A61,A74,3,A94,A103,3,A121,20-30,A141,A152,1,A172,1,A191,A201,1
812,A11,30-40,A34,A41,7500-10000,A61,A74,4,A93,A101,4,A123,20-30,A143,A152,2,A173,1,A192,A201,2
813,A11,40-50,A32,A44,2500-5000,A61,A73,3,A93,A101,4,A123,50-60,A143,A152,1,A173,1,A191,A201,2
814,A11,40-50,A32,A40,2500-5000,A61,A74,4,A93,A101,4,A124,40-50,A143,A153,1,A173,2,A191,A201,2
815,A12,30-40,A33,A40,5000-7500,A61,A73,2,A92,A101,2,A122,50-60,A143,A151,1,A173,1,A191,A201,1
816,A14,0-10,A32,A44,0-2500,A63,A73,1,A91,A101,4,A121,60-70,A143,A152,1,A173,1,A191,A201,1
817,A14,0-10,A34,A43,0-2500,A61,A74,1,A92,A101,2,A123,20-30,A143,A151,2,A173,1,A192,A201,1
818,A11,30-40,A32,A410,15000-17500,A61,A71,2,A91,A102,3,A123,40-50,A143,A152,1,A174,1,A191,A201,1
819,A11,10-20,A32,A43,0-2500,A61,A73,4,A94,A101,3,A121,20-30,A141,A152,1,A173,1,A191,A201,2
820,A14,10-20,A32,A40,0-2500,A61,A73,3,A94,A101,2,A121,20-30,A143,A152,2,A173,1,A192,A201,1
821,A13,10-20,A32,A43,2500-5000,A61,A73,3,A94,A101,1,A123,20-30,A143,A152,1,A173,1,A191,A201,1
822,A11,30-40,A32,A42,2500-5000,A61,A75,2,A93,A101,2,A122,40-50,A141,A152,1,A173,2,A191,A201,2
823,A11,0-10,A34,A40,0-2500,A61,A75,4,A93,A101,4,A121,40-50,A143,A152,2,A172,1,A191,A201,1
824,A14,10-20,A34,A42,2500-5000,A61,A72,3,A91,A101,2,A123,30-40,A143,A152,2,A174,1,A192,A201,1
825,A11,20-30,A34,A40,0-2500,A61,A75,4,A94,A101,3,A123,20-30,A143,A152,2,A173,1,A192,A201,1
826,A11,10-20,A34,A40,2500-5000,A61,A75,1,A92,A101,4,A121,30-40,A141,A151,3,A173,1,A192,A201,2
827,A14,10-20,A30,A49,2500-5000,A61,A73,2,A93,A101,2,A123,30-40,A142,A152,2,A173,2,A191,A201,2
828,A11,30-40,A32,A41,7500-10000,A65,A75,3,A93,A101,4,A124,40-50,A143,A153,1,A173,1,A191,A201,2
829,A12,40-50,A33,A49,5000-7500,A65,A73,4,A93,A101,4,A124,30-40,A143,A153,1,A173,2,A192,A201,1
830,A14,20-30,A33,A49,0-2500,A63,A73,4,A93,A101,2,A123,40-50,A143,A152,2,A173,2,A192,A201,1
831,A11,10-20,A32,A40,0-2500,A61,A72,4,A92,A101,3,A123,20-30,A143,A151,1,A173,1,A192,A201,2
832,A11,40-50,A30,A49,10000-12500,A61,A75,2,A93,A101,4,A123,20-30,A143,A151,2,A173,1,A191,A201,2
833,A12,20-30,A32,A43,5000-7500,A65,A75,2,A92,A101,4,A123,40-50,A143,A152,1,A173,1,A192,A201,1
834,A13,10-20,A32,A43,0-2500,A61,A72,2,A92,A101,3,A121,20-30,A143,A152,1,A172,1,A191,A201,2
835,A11,10-20,A30,A40,0-2500,A61,A73,4,A93,A101,4,A123,40-50,A141,A152,2,A173,1,A191,A201,2
836,A14,10-20,A32,A43,0-2500,A65,A73,4,A92,A101,2,A123,20-30,A143,A152,1,A173,1,A191,A201,1
837,A14,0-10,A32,A42,0-2500,A61,A72,1,A92,A101,3,A121,20-30,A143,A151,1,A172,2,A191,A201,1
838,A11,20-30,A34,A41,2500-5000,A61,A75,4,A93,A101,4,A122,60-70,A143,A152,2,A173,1,A192,A201,1
839,A14,20-30,A34,A43,2500-5000,A61,A75,4,A94,A102,3,A121,40-50,A143,A152,2,A173,1,A191,A201,1
840,A11,30-40,A32,A42,5000-7500,A61,A74,4,A93,A101,2,A122,20-30,A143,A152,1,A173,1,A191,A201,2
841,A14,20-30,A33,A41,2500-5000,A61,A73,3,A93,A101,2,A121,20-30,A142,A152,2,A172,1,A191,A201,1
842,A14,10-20,A32,A45,0-2500,A61,A72,4,A92,A101,4,A121,20-30,A143,A152,1,A173,1,A191,A201,2
843,A14,20-30,A31,A49,0-2500,A61,A74,4,A93,A101,4,A123,40-50,A141,A152,1,A173,1,A192,A201,1
844,A14,10-20,A32,A42,2500-5000,A61,A75,4,A93,A101,4,A122,40-50,A141,A152,3,A173,2,A192,A201,1
845,A12,20-30,A32,A42,2500-5000,A65,A74,2,A93,A101,3,A123,30-40,A143,A152,1,A173,1,A192,A201,1
846,A14,10-20,A32,A40,5000-7500,A65,A73,2,A93,A101,4,A123,60-70,A143,A151,2,A173,1,A191,A201,2
847,A14,20-30,A32,A40,0-2500,A61,A72,4,A94,A101,2,A121,20-30,A143,A152,1,A173,1,A191,A201,1
848,A11,0-10,A32,A43,0-2500,A61,A74,3,A93,A101,4,A121,50-60,A143,A152,1,A173,1,A191,A201,1
849,A11,10-20,A32,A43,0-2500,A61,A75,4,A93,A101,4,A121,50-60,A142,A152,1,A172,1,A191,A201,2
850,A11,10-20,A34,A40,0-2500,A61,A73,4,A94,A103,2,A122,30-40,A141,A151,2,A173,1,A191,A202,2
851,A14,20-30,A34,A41,2500-5000,A65,A74,3,A93,A101,4,A122,40-50,A143,A152,2,A173,1,A192,A201,1
852,A14,10-20,A34,A43,0-2500,A61,A73,4,A93,A101,4,A124,30-40,A143,A153,2,A173,1,A192,A201,1
853,A11,10-20,A31,A40,0-2500,A61,A74,4,A93,A101,4,A124,30-40,A143,A153,2,A172,2,A191,A201,2
854,A14,30-40,A33,A40,10000-12500,A61,A75,2,A93,A101,2,A123,40-50,A143,A152,2,A173,2,A192,A201,1
855,A14,20-30,A32,A40,0-2500,A62,A72,4,A94,A101,3,A121,30-40,A143,A152,1,A173,1,A192,A201,1
856,A14,0-10,A32,A48,0-2500,A65,A74,4,A92,A101,3,A122,30-40,A143,A152,1,A173,1,A192,A201,1
